dimension_set,query,strategy,threshold_bytes,threshold_label,run,status,elapsed_s,setup_s,groups,total,bhj,smj,shuffle,bcast_ex,exchanges,bcast_ms,bcast_bytes,plan_file
dim100mb,q2,auto,10485760,default-10MiB,3,ok,21.27,,40,120015240211.4,3,1,4,3,7,3281,82026432,/home/athenas/JPP/JPP/results/plans/dim100mb/q2-auto-default-10MiB-r3.txt
dim100mb,q2,auto,22821,admits-1:date,3,ok,26.36,,40,120015240211.4,1,3,8,1,9,700,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q2-auto-admits-1:date-r3.txt
dim100mb,q2,auto,363779,admits-2:date+supplier,3,ok,23.21,,40,120015240211.4,2,2,6,2,8,1338,3717568,/home/athenas/JPP/JPP/results/plans/dim100mb/q2-auto-admits-2:date+supplier-r3.txt
dim100mb,q2,auto,2512573,admits-3:date+supplier+part,3,ok,21.23,,40,120015240211.4,3,1,4,3,7,2442,82026432,/home/athenas/JPP/JPP/results/plans/dim100mb/q2-auto-admits-3:date+supplier+part-r3.txt
dim100mb,q2,auto,66777535,admits-4:date+supplier+part+customer,3,ok,14.56,,40,120015240211.4,4,0,2,4,6,6554,554258776,/home/athenas/JPP/JPP/results/plans/dim100mb/q2-auto-admits-4:date+supplier+part+customer-r3.txt
dim100mb,q2,auto,534220272,above-all-8x,3,ok,14.07,,40,120015240211.4,4,0,2,4,6,5660,554258776,/home/athenas/JPP/JPP/results/plans/dim100mb/q2-auto-above-all-8x-r3.txt
dim100mb,q2,joinless,-1,pattern,4,ok,25.74,11.61,40,120015240211.4,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim100mb/q2-joinless-pattern-r4.txt
dim100mb,q2,auto,10485760,default-10MiB,4,ok,21.85,,40,120015240211.4,3,1,4,3,7,2771,82026432,/home/athenas/JPP/JPP/results/plans/dim100mb/q2-auto-default-10MiB-r4.txt
dim100mb,q2,auto,22821,admits-1:date,4,ok,26.18,,40,120015240211.4,1,3,8,1,9,417,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q2-auto-admits-1:date-r4.txt
dim100mb,q2,auto,363779,admits-2:date+supplier,4,ok,22.86,,40,120015240211.4,2,2,6,2,8,1160,3717568,/home/athenas/JPP/JPP/results/plans/dim100mb/q2-auto-admits-2:date+supplier-r4.txt
dim100mb,q2,auto,2512573,admits-3:date+supplier+part,4,ok,21.09,,40,120015240211.4,3,1,4,3,7,3392,82026432,/home/athenas/JPP/JPP/results/plans/dim100mb/q2-auto-admits-3:date+supplier+part-r4.txt
dim100mb,q2,auto,66777535,admits-4:date+supplier+part+customer,4,ok,14.25,,40,120015240211.4,4,0,2,4,6,5758,554258776,/home/athenas/JPP/JPP/results/plans/dim100mb/q2-auto-admits-4:date+supplier+part+customer-r4.txt
dim100mb,q2,auto,534220272,above-all-8x,4,ok,13.21,,40,120015240211.4,4,0,2,4,6,7163,554258776,/home/athenas/JPP/JPP/results/plans/dim100mb/q2-auto-above-all-8x-r4.txt
dim100mb,q2,joinless,-1,pattern,5,ok,26.70,12.46,40,120015240211.4,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim100mb/q2-joinless-pattern-r5.txt
dim100mb,q2,auto,10485760,default-10MiB,5,ok,21.57,,40,120015240211.4,3,1,4,3,7,2630,82026432,/home/athenas/JPP/JPP/results/plans/dim100mb/q2-auto-default-10MiB-r5.txt
dim100mb,q2,auto,22821,admits-1:date,5,ok,26.81,,40,120015240211.4,1,3,8,1,9,745,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q2-auto-admits-1:date-r5.txt
dim100mb,q2,auto,363779,admits-2:date+supplier,5,ok,22.85,,40,120015240211.4,2,2,6,2,8,1004,3717568,/home/athenas/JPP/JPP/results/plans/dim100mb/q2-auto-admits-2:date+supplier-r5.txt
dim100mb,q2,auto,2512573,admits-3:date+supplier+part,5,ok,21.20,,40,120015240211.4,3,1,4,3,7,2328,82026432,/home/athenas/JPP/JPP/results/plans/dim100mb/q2-auto-admits-3:date+supplier+part-r5.txt
dim100mb,q2,auto,66777535,admits-4:date+supplier+part+customer,5,ok,14.69,,40,120015240211.4,4,0,2,4,6,6902,554258776,/home/athenas/JPP/JPP/results/plans/dim100mb/q2-auto-admits-4:date+supplier+part+customer-r5.txt
dim100mb,q2,auto,534220272,above-all-8x,5,ok,17.55,,40,120015240211.4,4,0,2,4,6,5834,554258776,/home/athenas/JPP/JPP/results/plans/dim100mb/q2-auto-above-all-8x-r5.txt
dim10mb,q3,joinless,-1,pattern,1,ok,20.65,3.12,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-joinless-pattern-r1.txt
dim10mb,q3,auto,10485760,default-10MiB,1,ok,24.30,,400,1199919067064.6,4,0,2,4,6,5496,214029768,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-default-10MiB-r1.txt
dim10mb,q3,auto,22821,admits-1:date,1,ok,64.95,,400,1199919067064.6,1,3,8,1,9,788,1069024,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-admits-1:date-r1.txt
dim10mb,q3,auto,363779,admits-2:date+supplier,1,ok,49.25,,400,1199919067064.6,2,2,6,2,8,1853,11057632,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-admits-2:date+supplier-r1.txt
dim10mb,q3,auto,2512573,admits-3:date+supplier+part,1,ok,48.06,,400,1199919067064.6,2,2,6,2,8,1658,11057632,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-admits-3:date+supplier+part-r1.txt
dim10mb,q3,auto,7876670,admits-4:date+supplier+part+customer,1,ok,23.00,,400,1199919067064.6,4,0,2,4,6,4729,214029768,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-admits-4:date+supplier+part+customer-r1.txt
dim10mb,q3,auto,63013352,above-all-8x,1,ok,23.75,,400,1199919067064.6,4,0,2,4,6,5846,214029768,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-above-all-8x-r1.txt
dim10mb,q4,joinless,-1,pattern,1,ok,16.61,2.46,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-joinless-pattern-r1.txt
dim10mb,q4,auto,10485760,default-10MiB,1,ok,24.25,,200,3000078095504.6,2,0,2,2,4,2731,159286752,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-default-10MiB-r1.txt
dim10mb,q4,auto,22821,admits-1:date,1,ok,45.41,,200,3000078095504.6,1,1,4,1,5,347,1069024,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-admits-1:date-r1.txt
dim10mb,q4,auto,363779,admits-2:date+supplier,1,ok,43.90,,200,3000078095504.6,1,1,4,1,5,325,1069024,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-admits-2:date+supplier-r1.txt
dim10mb,q4,auto,2512573,admits-3:date+supplier+part,1,ok,45.68,,200,3000078095504.6,1,1,4,1,5,357,1069024,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-admits-3:date+supplier+part-r1.txt
dim10mb,q4,auto,7876670,admits-4:date+supplier+part+customer,1,ok,24.59,,200,3000078095504.6,2,0,2,2,4,2547,159286752,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-admits-4:date+supplier+part+customer-r1.txt
dim10mb,q4,auto,63013352,above-all-8x,1,ok,23.81,,200,3000078095504.6,2,0,2,2,4,2063,159286752,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-above-all-8x-r1.txt
dim10mb,q3,joinless,-1,pattern,2,ok,20.09,3.10,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-joinless-pattern-r2.txt
dim10mb,q3,auto,10485760,default-10MiB,2,ok,23.67,,400,1199919067064.6,4,0,2,4,6,5125,214029768,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-default-10MiB-r2.txt
dim10mb,q3,auto,22821,admits-1:date,2,ok,66.83,,400,1199919067064.6,1,3,8,1,9,471,1069024,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-admits-1:date-r2.txt
dim10mb,q3,auto,363779,admits-2:date+supplier,2,ok,49.71,,400,1199919067064.6,2,2,6,2,8,1223,11057632,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-admits-2:date+supplier-r2.txt
dim10mb,q3,auto,2512573,admits-3:date+supplier+part,2,ok,47.81,,400,1199919067064.6,2,2,6,2,8,1214,11057632,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-admits-3:date+supplier+part-r2.txt
dim10mb,q3,auto,7876670,admits-4:date+supplier+part+customer,2,ok,23.48,,400,1199919067064.6,4,0,2,4,6,5091,214029768,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-admits-4:date+supplier+part+customer-r2.txt
dim10mb,q3,auto,63013352,above-all-8x,2,ok,23.48,,400,1199919067064.6,4,0,2,4,6,5547,214029768,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-above-all-8x-r2.txt
dim10mb,q4,joinless,-1,pattern,2,ok,17.02,2.59,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-joinless-pattern-r2.txt
dim10mb,q4,auto,10485760,default-10MiB,2,ok,24.64,,200,3000078095504.6,2,0,2,2,4,2436,159286752,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-default-10MiB-r2.txt
dim10mb,q4,auto,22821,admits-1:date,2,ok,45.11,,200,3000078095504.6,1,1,4,1,5,318,1069024,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-admits-1:date-r2.txt
dim10mb,q4,auto,363779,admits-2:date+supplier,2,ok,47.08,,200,3000078095504.6,1,1,4,1,5,334,1069024,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-admits-2:date+supplier-r2.txt
dim10mb,q4,auto,2512573,admits-3:date+supplier+part,2,ok,46.10,,200,3000078095504.6,1,1,4,1,5,385,1069024,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-admits-3:date+supplier+part-r2.txt
dim10mb,q4,auto,7876670,admits-4:date+supplier+part+customer,2,ok,25.52,,200,3000078095504.6,2,0,2,2,4,2594,159286752,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-admits-4:date+supplier+part+customer-r2.txt
dim10mb,q4,auto,63013352,above-all-8x,2,ok,25.46,,200,3000078095504.6,2,0,2,2,4,2140,159286752,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-above-all-8x-r2.txt
dim10mb,q3,joinless,-1,pattern,3,ok,20.08,3.08,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-joinless-pattern-r3.txt
dim10mb,q3,auto,10485760,default-10MiB,3,ok,23.31,,400,1199919067064.6,4,0,2,4,6,4262,214029768,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-default-10MiB-r3.txt
dim10mb,q3,auto,22821,admits-1:date,3,ok,65.82,,400,1199919067064.6,1,3,8,1,9,887,1069024,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-admits-1:date-r3.txt
dim10mb,q3,auto,363779,admits-2:date+supplier,3,ok,48.26,,400,1199919067064.6,2,2,6,2,8,1845,11057632,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-admits-2:date+supplier-r3.txt
dim10mb,q3,auto,2512573,admits-3:date+supplier+part,3,ok,51.18,,400,1199919067064.6,2,2,6,2,8,1413,11057632,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-admits-3:date+supplier+part-r3.txt
dim10mb,q3,auto,7876670,admits-4:date+supplier+part+customer,3,ok,23.95,,400,1199919067064.6,4,0,2,4,6,4650,214029768,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-admits-4:date+supplier+part+customer-r3.txt
dim10mb,q3,auto,63013352,above-all-8x,3,ok,23.89,,400,1199919067064.6,4,0,2,4,6,4463,214029768,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-above-all-8x-r3.txt
dim10mb,q4,joinless,-1,pattern,3,ok,16.74,2.57,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-joinless-pattern-r3.txt
dim10mb,q4,auto,10485760,default-10MiB,3,ok,24.45,,200,3000078095504.6,2,0,2,2,4,2652,159286752,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-default-10MiB-r3.txt
dim10mb,q4,auto,22821,admits-1:date,3,ok,46.03,,200,3000078095504.6,1,1,4,1,5,357,1069024,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-admits-1:date-r3.txt
dim10mb,q4,auto,363779,admits-2:date+supplier,3,ok,45.28,,200,3000078095504.6,1,1,4,1,5,384,1069024,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-admits-2:date+supplier-r3.txt
dim10mb,q4,auto,2512573,admits-3:date+supplier+part,3,ok,46.01,,200,3000078095504.6,1,1,4,1,5,325,1069024,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-admits-3:date+supplier+part-r3.txt
dim10mb,q4,auto,7876670,admits-4:date+supplier+part+customer,3,ok,25.26,,200,3000078095504.6,2,0,2,2,4,2629,159286752,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-admits-4:date+supplier+part+customer-r3.txt
dim10mb,q4,auto,63013352,above-all-8x,3,ok,24.31,,200,3000078095504.6,2,0,2,2,4,2464,159286752,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-above-all-8x-r3.txt
dim10mb,q3,joinless,-1,pattern,4,ok,19.53,2.85,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-joinless-pattern-r4.txt
dim10mb,q3,auto,10485760,default-10MiB,4,ok,23.06,,400,1199919067064.6,4,0,2,4,6,3705,214029768,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-default-10MiB-r4.txt
dim10mb,q3,auto,22821,admits-1:date,4,ok,64.77,,400,1199919067064.6,1,3,8,1,9,806,1069024,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-admits-1:date-r4.txt
dim10mb,q3,auto,363779,admits-2:date+supplier,4,ok,47.39,,400,1199919067064.6,2,2,6,2,8,1817,11057632,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-admits-2:date+supplier-r4.txt
dim10mb,q3,auto,2512573,admits-3:date+supplier+part,4,ok,48.05,,400,1199919067064.6,2,2,6,2,8,1058,11057632,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-admits-3:date+supplier+part-r4.txt
dim10mb,q3,auto,7876670,admits-4:date+supplier+part+customer,4,ok,23.58,,400,1199919067064.6,4,0,2,4,6,4357,214029768,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-admits-4:date+supplier+part+customer-r4.txt
dim10mb,q3,auto,63013352,above-all-8x,4,ok,23.42,,400,1199919067064.6,4,0,2,4,6,5147,214029768,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-above-all-8x-r4.txt
dim10mb,q4,joinless,-1,pattern,4,ok,16.65,2.41,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-joinless-pattern-r4.txt
dim10mb,q4,auto,10485760,default-10MiB,4,ok,24.43,,200,3000078095504.6,2,0,2,2,4,2307,159286752,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-default-10MiB-r4.txt
dim10mb,q4,auto,22821,admits-1:date,4,ok,44.83,,200,3000078095504.6,1,1,4,1,5,295,1069024,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-admits-1:date-r4.txt
dim10mb,q4,auto,363779,admits-2:date+supplier,4,ok,45.49,,200,3000078095504.6,1,1,4,1,5,330,1069024,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-admits-2:date+supplier-r4.txt
dim10mb,q4,auto,2512573,admits-3:date+supplier+part,4,ok,46.58,,200,3000078095504.6,1,1,4,1,5,369,1069024,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-admits-3:date+supplier+part-r4.txt
dim10mb,q4,auto,7876670,admits-4:date+supplier+part+customer,4,ok,24.38,,200,3000078095504.6,2,0,2,2,4,2461,159286752,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-admits-4:date+supplier+part+customer-r4.txt
dim10mb,q4,auto,63013352,above-all-8x,4,ok,24.92,,200,3000078095504.6,2,0,2,2,4,2316,159286752,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-above-all-8x-r4.txt
dim10mb,q3,joinless,-1,pattern,5,ok,19.90,3.09,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-joinless-pattern-r5.txt
dim10mb,q3,auto,10485760,default-10MiB,5,ok,23.46,,400,1199919067064.6,4,0,2,4,6,4898,214029768,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-default-10MiB-r5.txt
dim10mb,q3,auto,22821,admits-1:date,5,ok,66.40,,400,1199919067064.6,1,3,8,1,9,892,1069024,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-admits-1:date-r5.txt
dim10mb,q3,auto,363779,admits-2:date+supplier,5,ok,49.43,,400,1199919067064.6,2,2,6,2,8,1354,11057632,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-admits-2:date+supplier-r5.txt
dim10mb,q3,auto,2512573,admits-3:date+supplier+part,5,ok,48.89,,400,1199919067064.6,2,2,6,2,8,1033,11057632,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-admits-3:date+supplier+part-r5.txt
dim10mb,q3,auto,7876670,admits-4:date+supplier+part+customer,5,ok,23.45,,400,1199919067064.6,4,0,2,4,6,5060,214029768,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-admits-4:date+supplier+part+customer-r5.txt
dim10mb,q3,auto,63013352,above-all-8x,5,ok,23.36,,400,1199919067064.6,4,0,2,4,6,4921,214029768,/home/athenas/JPP/JPP/results/plans/dim10mb/q3-auto-above-all-8x-r5.txt
dim10mb,q4,joinless,-1,pattern,5,ok,16.53,2.60,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-joinless-pattern-r5.txt
dim10mb,q4,auto,10485760,default-10MiB,5,ok,24.98,,200,3000078095504.6,2,0,2,2,4,2538,159286752,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-default-10MiB-r5.txt
dim10mb,q4,auto,22821,admits-1:date,5,ok,47.05,,200,3000078095504.6,1,1,4,1,5,332,1069024,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-admits-1:date-r5.txt
dim10mb,q4,auto,363779,admits-2:date+supplier,5,ok,44.49,,200,3000078095504.6,1,1,4,1,5,348,1069024,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-admits-2:date+supplier-r5.txt
dim10mb,q4,auto,2512573,admits-3:date+supplier+part,5,ok,46.03,,200,3000078095504.6,1,1,4,1,5,367,1069024,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-admits-3:date+supplier+part-r5.txt
dim10mb,q4,auto,7876670,admits-4:date+supplier+part+customer,5,ok,24.57,,200,3000078095504.6,2,0,2,2,4,2124,159286752,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-admits-4:date+supplier+part+customer-r5.txt
dim10mb,q4,auto,63013352,above-all-8x,5,ok,24.63,,200,3000078095504.6,2,0,2,2,4,2597,159286752,/home/athenas/JPP/JPP/results/plans/dim10mb/q4-auto-above-all-8x-r5.txt
dim100mb,q3,joinless,-1,pattern,1,ok,27.14,10.09,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-joinless-pattern-r1.txt
dim100mb,q3,auto,10485760,default-10MiB,1,ok,37.74,,400,1199919067064.6,3,1,4,3,7,2027,55812040,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-default-10MiB-r1.txt
dim100mb,q3,auto,22821,admits-1:date,1,ok,66.47,,400,1199919067064.6,1,3,8,1,9,377,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-admits-1:date-r1.txt
dim100mb,q3,auto,363779,admits-2:date+supplier,1,ok,49.24,,400,1199919067064.6,2,2,6,2,8,1732,11057632,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-admits-2:date+supplier-r1.txt
dim100mb,q3,auto,2512573,admits-3:date+supplier+part,1,ok,48.86,,400,1199919067064.6,2,2,6,2,8,1188,11057632,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-admits-3:date+supplier+part-r1.txt
dim100mb,q3,auto,66777535,admits-4:date+supplier+part+customer,1,ok,30.19,,400,1199919067064.6,4,0,2,4,6,13094,1333350784,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-admits-4:date+supplier+part+customer-r1.txt
dim100mb,q3,auto,534220272,above-all-8x,1,ok,30.28,,400,1199919067064.6,4,0,2,4,6,13239,1333350784,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-above-all-8x-r1.txt
dim100mb,q4,joinless,-1,pattern,1,ok,21.85,8.18,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-joinless-pattern-r1.txt
dim100mb,q4,auto,10485760,default-10MiB,1,ok,46.01,,200,3000078095504.6,1,1,4,1,5,315,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-default-10MiB-r1.txt
dim100mb,q4,auto,22821,admits-1:date,1,ok,45.71,,200,3000078095504.6,1,1,4,1,5,322,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-admits-1:date-r1.txt
dim100mb,q4,auto,363779,admits-2:date+supplier,1,ok,48.12,,200,3000078095504.6,1,1,4,1,5,321,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-admits-2:date+supplier-r1.txt
dim100mb,q4,auto,2512573,admits-3:date+supplier+part,1,ok,45.42,,200,3000078095504.6,1,1,4,1,5,302,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-admits-3:date+supplier+part-r1.txt
dim100mb,q4,auto,66777535,admits-4:date+supplier+part+customer,1,ok,31.72,,200,3000078095504.6,2,0,2,2,4,9259,1278607768,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-admits-4:date+supplier+part+customer-r1.txt
dim100mb,q4,auto,534220272,above-all-8x,1,ok,31.61,,200,3000078095504.6,2,0,2,2,4,10001,1278607768,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-above-all-8x-r1.txt
dim100mb,q3,joinless,-1,pattern,2,ok,26.50,9.43,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-joinless-pattern-r2.txt
dim100mb,q3,auto,10485760,default-10MiB,2,ok,38.61,,400,1199919067064.6,3,1,4,3,7,2967,55812040,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-default-10MiB-r2.txt
dim100mb,q3,auto,22821,admits-1:date,2,ok,64.81,,400,1199919067064.6,1,3,8,1,9,472,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-admits-1:date-r2.txt
dim100mb,q3,auto,363779,admits-2:date+supplier,2,ok,50.27,,400,1199919067064.6,2,2,6,2,8,1364,11057632,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-admits-2:date+supplier-r2.txt
dim100mb,q3,auto,2512573,admits-3:date+supplier+part,2,ok,51.75,,400,1199919067064.6,2,2,6,2,8,1111,11057632,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-admits-3:date+supplier+part-r2.txt
dim100mb,q3,auto,66777535,admits-4:date+supplier+part+customer,2,ok,31.59,,400,1199919067064.6,4,0,2,4,6,16099,1333350784,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-admits-4:date+supplier+part+customer-r2.txt
dim100mb,q3,auto,534220272,above-all-8x,2,ok,30.99,,400,1199919067064.6,4,0,2,4,6,12437,1333350784,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-above-all-8x-r2.txt
dim100mb,q4,joinless,-1,pattern,2,ok,22.93,9.55,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-joinless-pattern-r2.txt
dim100mb,q4,auto,10485760,default-10MiB,2,ok,45.52,,200,3000078095504.6,1,1,4,1,5,369,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-default-10MiB-r2.txt
dim100mb,q4,auto,22821,admits-1:date,2,ok,46.60,,200,3000078095504.6,1,1,4,1,5,325,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-admits-1:date-r2.txt
dim100mb,q4,auto,363779,admits-2:date+supplier,2,ok,45.32,,200,3000078095504.6,1,1,4,1,5,321,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-admits-2:date+supplier-r2.txt
dim100mb,q4,auto,2512573,admits-3:date+supplier+part,2,ok,47.21,,200,3000078095504.6,1,1,4,1,5,337,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-admits-3:date+supplier+part-r2.txt
dim100mb,q4,auto,66777535,admits-4:date+supplier+part+customer,2,ok,31.16,,200,3000078095504.6,2,0,2,2,4,10291,1278607768,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-admits-4:date+supplier+part+customer-r2.txt
dim100mb,q4,auto,534220272,above-all-8x,2,ok,32.78,,200,3000078095504.6,2,0,2,2,4,11431,1278607768,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-above-all-8x-r2.txt
dim100mb,q3,joinless,-1,pattern,3,ok,26.45,9.73,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-joinless-pattern-r3.txt
dim100mb,q3,auto,10485760,default-10MiB,3,ok,37.42,,400,1199919067064.6,3,1,4,3,7,2205,55812040,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-default-10MiB-r3.txt
dim100mb,q3,auto,22821,admits-1:date,3,ok,65.04,,400,1199919067064.6,1,3,8,1,9,465,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-admits-1:date-r3.txt
dim100mb,q3,auto,363779,admits-2:date+supplier,3,ok,50.41,,400,1199919067064.6,2,2,6,2,8,1077,11057632,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-admits-2:date+supplier-r3.txt
dim100mb,q3,auto,2512573,admits-3:date+supplier+part,3,ok,49.83,,400,1199919067064.6,2,2,6,2,8,1675,11057632,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-admits-3:date+supplier+part-r3.txt
dim100mb,q3,auto,66777535,admits-4:date+supplier+part+customer,3,ok,32.68,,400,1199919067064.6,4,0,2,4,6,13185,1333350784,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-admits-4:date+supplier+part+customer-r3.txt
dim100mb,q3,auto,534220272,above-all-8x,3,ok,29.91,,400,1199919067064.6,4,0,2,4,6,13977,1333350784,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-above-all-8x-r3.txt
dim100mb,q4,joinless,-1,pattern,3,ok,23.61,10.05,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-joinless-pattern-r3.txt
dim100mb,q4,auto,10485760,default-10MiB,3,ok,46.10,,200,3000078095504.6,1,1,4,1,5,343,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-default-10MiB-r3.txt
