dimension_set,query,strategy,threshold_bytes,threshold_label,run,status,elapsed_s,setup_s,groups,total,bhj,smj,shuffle,bcast_ex,exchanges,bcast_ms,bcast_bytes,plan_file
dim1000mb,q4,auto,667655909,admits-4:date+supplier+part+customer,5,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q4,auto,5341247264,above-all-8x,5,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q1,joinless,-1,pattern,1,ok,82.75,65.93,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-joinless-pattern-r1.txt
dim1000mb,q1,auto,10485760,default-10MiB,1,ok,71.89,,200,3000078095504.6,3,1,4,3,7,1941,89366496,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-auto-default-10MiB-r1.txt
dim1000mb,q1,auto,22821,admits-1:date,1,ok,155.32,,200,3000078095504.6,1,3,8,1,9,415,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-auto-admits-1:date-r1.txt
dim1000mb,q1,auto,363779,admits-2:date+supplier,1,ok,106.74,,200,3000078095504.6,2,2,6,2,8,948,11057632,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-auto-admits-2:date+supplier-r1.txt
dim1000mb,q1,auto,2512573,admits-3:date+supplier+part,1,ok,71.11,,200,3000078095504.6,3,1,4,3,7,2260,89366496,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-auto-admits-3:date+supplier+part-r1.txt
dim1000mb,q1,auto,667655909,admits-4:date+supplier+part+customer,1,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q1,auto,5341247264,above-all-8x,1,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q1,joinless,-1,pattern,2,ok,86.50,69.26,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-joinless-pattern-r2.txt
dim1000mb,q1,auto,10485760,default-10MiB,2,ok,67.28,,200,3000078095504.6,3,1,4,3,7,2225,89366496,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-auto-default-10MiB-r2.txt
dim1000mb,q1,auto,22821,admits-1:date,2,ok,148.06,,200,3000078095504.6,1,3,8,1,9,444,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-auto-admits-1:date-r2.txt
dim1000mb,q1,auto,363779,admits-2:date+supplier,2,ok,106.84,,200,3000078095504.6,2,2,6,2,8,973,11057632,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-auto-admits-2:date+supplier-r2.txt
dim1000mb,q1,auto,2512573,admits-3:date+supplier+part,2,ok,67.62,,200,3000078095504.6,3,1,4,3,7,2082,89366496,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-auto-admits-3:date+supplier+part-r2.txt
dim1000mb,q1,auto,667655909,admits-4:date+supplier+part+customer,2,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q1,auto,5341247264,above-all-8x,2,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q1,joinless,-1,pattern,3,ok,84.40,68.74,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-joinless-pattern-r3.txt
dim1000mb,q1,auto,10485760,default-10MiB,3,ok,67.04,,200,3000078095504.6,3,1,4,3,7,2366,89366496,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-auto-default-10MiB-r3.txt
dim1000mb,q1,auto,22821,admits-1:date,3,ok,140.72,,200,3000078095504.6,1,3,8,1,9,307,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-auto-admits-1:date-r3.txt
dim1000mb,q1,auto,363779,admits-2:date+supplier,3,ok,107.28,,200,3000078095504.6,2,2,6,2,8,936,11057632,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-auto-admits-2:date+supplier-r3.txt
dim1000mb,q1,auto,2512573,admits-3:date+supplier+part,3,ok,70.97,,200,3000078095504.6,3,1,4,3,7,2277,89366496,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-auto-admits-3:date+supplier+part-r3.txt
dim1000mb,q1,auto,667655909,admits-4:date+supplier+part+customer,3,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q1,auto,5341247264,above-all-8x,3,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q1,joinless,-1,pattern,4,ok,85.16,68.86,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-joinless-pattern-r4.txt
dim1000mb,q1,auto,10485760,default-10MiB,4,ok,68.23,,200,3000078095504.6,3,1,4,3,7,2141,89366496,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-auto-default-10MiB-r4.txt
dim1000mb,q1,auto,22821,admits-1:date,4,ok,148.11,,200,3000078095504.6,1,3,8,1,9,341,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-auto-admits-1:date-r4.txt
dim1000mb,q1,auto,363779,admits-2:date+supplier,4,ok,104.98,,200,3000078095504.6,2,2,6,2,8,941,11057632,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-auto-admits-2:date+supplier-r4.txt
dim1000mb,q1,auto,2512573,admits-3:date+supplier+part,4,ok,68.57,,200,3000078095504.6,3,1,4,3,7,2240,89366496,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-auto-admits-3:date+supplier+part-r4.txt
dim1000mb,q1,auto,667655909,admits-4:date+supplier+part+customer,4,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q1,auto,5341247264,above-all-8x,4,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q1,joinless,-1,pattern,5,ok,85.34,69.90,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-joinless-pattern-r5.txt
dim1000mb,q1,auto,10485760,default-10MiB,5,ok,65.65,,200,3000078095504.6,3,1,4,3,7,2181,89366496,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-auto-default-10MiB-r5.txt
dim1000mb,q1,auto,22821,admits-1:date,5,ok,144.72,,200,3000078095504.6,1,3,8,1,9,356,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-auto-admits-1:date-r5.txt
dim1000mb,q1,auto,363779,admits-2:date+supplier,5,ok,107.32,,200,3000078095504.6,2,2,6,2,8,909,11057632,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-auto-admits-2:date+supplier-r5.txt
dim1000mb,q1,auto,2512573,admits-3:date+supplier+part,5,ok,68.68,,200,3000078095504.6,3,1,4,3,7,2254,89366496,/home/athenas/JPP/JPP/results/plans/dim1000mb/q1-auto-admits-3:date+supplier+part-r5.txt
dim1000mb,q1,auto,667655909,admits-4:date+supplier+part+customer,5,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q1,auto,5341247264,above-all-8x,5,fail:maxResultSize,,,,,,,,,,,,
dim300mb,q1,joinless,-1,pattern,1,ok,42.48,25.84,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-joinless-pattern-r1.txt
dim300mb,q1,auto,10485760,default-10MiB,1,ok,60.05,,200,3000078095504.6,3,1,4,3,7,2063,89366496,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-auto-default-10MiB-r1.txt
dim300mb,q1,auto,2512573,admits-3:date+supplier+part,1,ok,62.57,,200,3000078095504.6,3,1,4,3,7,2057,89366496,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-auto-admits-3:date+supplier+part-r1.txt
dim300mb,q1,auto,200304759,admits-4:date+supplier+part+customer,1,ok,52.48,,200,3000078095504.6,4,0,2,4,6,31321,4995724552,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-auto-admits-4:date+supplier+part+customer-r1.txt
dim300mb,q1,auto,1602438064,above-all-8x,1,ok,51.68,,200,3000078095504.6,4,0,2,4,6,36197,4995724552,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-auto-above-all-8x-r1.txt
dim300mb,q2,joinless,-1,pattern,1,ok,44.63,31.95,40,120015240211.4,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-joinless-pattern-r1.txt
dim300mb,q2,auto,10485760,default-10MiB,1,ok,21.38,,40,120015240211.4,3,1,4,3,7,2257,82026432,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-auto-default-10MiB-r1.txt
dim300mb,q2,auto,2512573,admits-3:date+supplier+part,1,ok,22.19,,40,120015240211.4,3,1,4,3,7,2418,82026432,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-auto-admits-3:date+supplier+part-r1.txt
dim300mb,q2,auto,200304759,admits-4:date+supplier+part+customer,1,ok,23.39,,40,120015240211.4,4,0,2,4,6,12659,1692639168,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-auto-admits-4:date+supplier+part+customer-r1.txt
dim300mb,q2,auto,1602438064,above-all-8x,1,ok,22.88,,40,120015240211.4,4,0,2,4,6,12139,1692639168,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-auto-above-all-8x-r1.txt
dim300mb,q3,joinless,-1,pattern,1,ok,41.81,25.60,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-joinless-pattern-r1.txt
dim300mb,q3,auto,10485760,default-10MiB,1,ok,39.63,,400,1199919067064.6,3,1,4,3,7,2209,55812040,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-auto-default-10MiB-r1.txt
dim300mb,q3,auto,2512573,admits-3:date+supplier+part,1,ok,50.08,,400,1199919067064.6,2,2,6,2,8,969,11057632,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-auto-admits-3:date+supplier+part-r1.txt
dim300mb,q3,auto,200304759,admits-4:date+supplier+part+customer,1,ok,46.46,,400,1199919067064.6,4,0,2,4,6,33027,4962170096,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-auto-admits-4:date+supplier+part+customer-r1.txt
dim300mb,q3,auto,1602438064,above-all-8x,1,ok,47.17,,400,1199919067064.6,4,0,2,4,6,33084,4962170096,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-auto-above-all-8x-r1.txt
dim300mb,q4,joinless,-1,pattern,1,ok,35.77,23.21,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-joinless-pattern-r1.txt
dim300mb,q4,auto,10485760,default-10MiB,1,ok,46.58,,200,3000078095504.6,1,1,4,1,5,301,1069024,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-auto-default-10MiB-r1.txt
dim300mb,q4,auto,2512573,admits-3:date+supplier+part,1,ok,46.67,,200,3000078095504.6,1,1,4,1,5,367,1069024,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-auto-admits-3:date+supplier+part-r1.txt
dim300mb,q4,auto,200304759,admits-4:date+supplier+part+customer,1,ok,48.18,,200,3000078095504.6,2,0,2,2,4,27819,4907427080,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-auto-admits-4:date+supplier+part+customer-r1.txt
dim300mb,q4,auto,1602438064,above-all-8x,1,ok,47.90,,200,3000078095504.6,2,0,2,2,4,27703,4907427080,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-auto-above-all-8x-r1.txt
dim300mb,q1,joinless,-1,pattern,2,ok,40.50,25.26,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-joinless-pattern-r2.txt
dim300mb,q1,auto,10485760,default-10MiB,2,ok,57.06,,200,3000078095504.6,3,1,4,3,7,1927,89366496,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-auto-default-10MiB-r2.txt
dim300mb,q1,auto,2512573,admits-3:date+supplier+part,2,ok,59.10,,200,3000078095504.6,3,1,4,3,7,2064,89366496,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-auto-admits-3:date+supplier+part-r2.txt
dim300mb,q1,auto,200304759,admits-4:date+supplier+part+customer,2,ok,52.35,,200,3000078095504.6,4,0,2,4,6,36712,4995724552,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-auto-admits-4:date+supplier+part+customer-r2.txt
dim300mb,q1,auto,1602438064,above-all-8x,2,ok,48.53,,200,3000078095504.6,4,0,2,4,6,31599,4995724552,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-auto-above-all-8x-r2.txt
dim300mb,q2,joinless,-1,pattern,2,ok,45.44,33.00,40,120015240211.4,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-joinless-pattern-r2.txt
dim300mb,q2,auto,10485760,default-10MiB,2,ok,21.46,,40,120015240211.4,3,1,4,3,7,2901,82026432,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-auto-default-10MiB-r2.txt
dim300mb,q2,auto,2512573,admits-3:date+supplier+part,2,ok,21.36,,40,120015240211.4,3,1,4,3,7,2399,82026432,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-auto-admits-3:date+supplier+part-r2.txt
dim300mb,q2,auto,200304759,admits-4:date+supplier+part+customer,2,ok,22.26,,40,120015240211.4,4,0,2,4,6,12815,1692639168,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-auto-admits-4:date+supplier+part+customer-r2.txt
dim300mb,q2,auto,1602438064,above-all-8x,2,ok,21.90,,40,120015240211.4,4,0,2,4,6,10899,1692639168,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-auto-above-all-8x-r2.txt
dim300mb,q3,joinless,-1,pattern,2,ok,40.86,25.53,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-joinless-pattern-r2.txt
dim300mb,q3,auto,10485760,default-10MiB,2,ok,39.33,,400,1199919067064.6,3,1,4,3,7,2450,55812040,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-auto-default-10MiB-r2.txt
dim300mb,q3,auto,2512573,admits-3:date+supplier+part,2,ok,55.33,,400,1199919067064.6,2,2,6,2,8,1859,11057632,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-auto-admits-3:date+supplier+part-r2.txt
dim300mb,q3,auto,200304759,admits-4:date+supplier+part+customer,2,ok,46.69,,400,1199919067064.6,4,0,2,4,6,29953,4962170096,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-auto-admits-4:date+supplier+part+customer-r2.txt
dim300mb,q3,auto,1602438064,above-all-8x,2,ok,47.03,,400,1199919067064.6,4,0,2,4,6,33482,4962170096,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-auto-above-all-8x-r2.txt
dim300mb,q4,joinless,-1,pattern,2,ok,35.93,23.94,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-joinless-pattern-r2.txt
dim300mb,q4,auto,10485760,default-10MiB,2,ok,46.99,,200,3000078095504.6,1,1,4,1,5,396,1069024,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-auto-default-10MiB-r2.txt
dim300mb,q4,auto,2512573,admits-3:date+supplier+part,2,ok,46.54,,200,3000078095504.6,1,1,4,1,5,342,1069024,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-auto-admits-3:date+supplier+part-r2.txt
dim300mb,q4,auto,200304759,admits-4:date+supplier+part+customer,2,ok,48.29,,200,3000078095504.6,2,0,2,2,4,29900,4907427080,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-auto-admits-4:date+supplier+part+customer-r2.txt
dim300mb,q4,auto,1602438064,above-all-8x,2,ok,46.04,,200,3000078095504.6,2,0,2,2,4,27241,4907427080,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-auto-above-all-8x-r2.txt
dim300mb,q1,joinless,-1,pattern,3,ok,38.74,23.38,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-joinless-pattern-r3.txt
dim300mb,q1,auto,10485760,default-10MiB,3,ok,56.96,,200,3000078095504.6,3,1,4,3,7,2005,89366496,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-auto-default-10MiB-r3.txt
dim300mb,q1,auto,2512573,admits-3:date+supplier+part,3,ok,58.86,,200,3000078095504.6,3,1,4,3,7,2204,89366496,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-auto-admits-3:date+supplier+part-r3.txt
dim300mb,q1,auto,200304759,admits-4:date+supplier+part+customer,3,ok,50.91,,200,3000078095504.6,4,0,2,4,6,34080,4995724552,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-auto-admits-4:date+supplier+part+customer-r3.txt
dim300mb,q1,auto,1602438064,above-all-8x,3,ok,49.32,,200,3000078095504.6,4,0,2,4,6,28462,4995724552,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-auto-above-all-8x-r3.txt
dim300mb,q2,joinless,-1,pattern,3,ok,47.04,34.07,40,120015240211.4,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-joinless-pattern-r3.txt
dim300mb,q2,auto,10485760,default-10MiB,3,ok,21.35,,40,120015240211.4,3,1,4,3,7,2943,82026432,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-auto-default-10MiB-r3.txt
dim300mb,q2,auto,2512573,admits-3:date+supplier+part,3,ok,20.93,,40,120015240211.4,3,1,4,3,7,2164,82026432,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-auto-admits-3:date+supplier+part-r3.txt
dim300mb,q2,auto,200304759,admits-4:date+supplier+part+customer,3,ok,21.68,,40,120015240211.4,4,0,2,4,6,9257,1692639168,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-auto-admits-4:date+supplier+part+customer-r3.txt
dim300mb,q2,auto,1602438064,above-all-8x,3,ok,22.29,,40,120015240211.4,4,0,2,4,6,14064,1692639168,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-auto-above-all-8x-r3.txt
dim300mb,q3,joinless,-1,pattern,3,ok,40.49,24.55,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-joinless-pattern-r3.txt
dim300mb,q3,auto,10485760,default-10MiB,3,ok,37.54,,400,1199919067064.6,3,1,4,3,7,2162,55812040,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-auto-default-10MiB-r3.txt
dim300mb,q3,auto,2512573,admits-3:date+supplier+part,3,ok,48.93,,400,1199919067064.6,2,2,6,2,8,1721,11057632,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-auto-admits-3:date+supplier+part-r3.txt
dim300mb,q3,auto,200304759,admits-4:date+supplier+part+customer,3,ok,45.10,,400,1199919067064.6,4,0,2,4,6,33963,4962170096,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-auto-admits-4:date+supplier+part+customer-r3.txt
dim300mb,q3,auto,1602438064,above-all-8x,3,ok,49.28,,400,1199919067064.6,4,0,2,4,6,38855,4962170096,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-auto-above-all-8x-r3.txt
dim300mb,q4,joinless,-1,pattern,3,ok,34.14,21.78,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-joinless-pattern-r3.txt
dim300mb,q4,auto,10485760,default-10MiB,3,ok,47.50,,200,3000078095504.6,1,1,4,1,5,346,1069024,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-auto-default-10MiB-r3.txt
dim300mb,q4,auto,2512573,admits-3:date+supplier+part,3,ok,48.13,,200,3000078095504.6,1,1,4,1,5,338,1069024,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-auto-admits-3:date+supplier+part-r3.txt
dim300mb,q4,auto,200304759,admits-4:date+supplier+part+customer,3,ok,47.78,,200,3000078095504.6,2,0,2,2,4,29271,4907427080,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-auto-admits-4:date+supplier+part+customer-r3.txt
dim300mb,q4,auto,1602438064,above-all-8x,3,ok,48.78,,200,3000078095504.6,2,0,2,2,4,28684,4907427080,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-auto-above-all-8x-r3.txt
dim300mb,q1,joinless,-1,pattern,4,ok,38.89,23.75,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-joinless-pattern-r4.txt
dim300mb,q1,auto,10485760,default-10MiB,4,ok,72.42,,200,3000078095504.6,3,1,4,3,7,2228,89366496,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-auto-default-10MiB-r4.txt
dim300mb,q1,auto,2512573,admits-3:date+supplier+part,4,ok,61.16,,200,3000078095504.6,3,1,4,3,7,2384,89366496,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-auto-admits-3:date+supplier+part-r4.txt
dim300mb,q1,auto,200304759,admits-4:date+supplier+part+customer,4,ok,51.70,,200,3000078095504.6,4,0,2,4,6,32528,4995724552,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-auto-admits-4:date+supplier+part+customer-r4.txt
dim300mb,q1,auto,1602438064,above-all-8x,4,ok,49.04,,200,3000078095504.6,4,0,2,4,6,29136,4995724552,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-auto-above-all-8x-r4.txt
dim300mb,q2,joinless,-1,pattern,4,ok,47.06,34.32,40,120015240211.4,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-joinless-pattern-r4.txt
dim300mb,q2,auto,10485760,default-10MiB,4,ok,21.52,,40,120015240211.4,3,1,4,3,7,2596,82026432,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-auto-default-10MiB-r4.txt
dim300mb,q2,auto,2512573,admits-3:date+supplier+part,4,ok,20.96,,40,120015240211.4,3,1,4,3,7,2360,82026432,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-auto-admits-3:date+supplier+part-r4.txt
dim300mb,q2,auto,200304759,admits-4:date+supplier+part+customer,4,ok,21.10,,40,120015240211.4,4,0,2,4,6,9081,1692639168,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-auto-admits-4:date+supplier+part+customer-r4.txt
dim300mb,q2,auto,1602438064,above-all-8x,4,ok,22.09,,40,120015240211.4,4,0,2,4,6,11777,1692639168,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-auto-above-all-8x-r4.txt
dim300mb,q3,joinless,-1,pattern,4,ok,42.54,26.91,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-joinless-pattern-r4.txt
dim300mb,q3,auto,10485760,default-10MiB,4,ok,37.89,,400,1199919067064.6,3,1,4,3,7,2206,55812040,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-auto-default-10MiB-r4.txt
dim300mb,q3,auto,2512573,admits-3:date+supplier+part,4,ok,49.90,,400,1199919067064.6,2,2,6,2,8,1068,11057632,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-auto-admits-3:date+supplier+part-r4.txt
dim300mb,q3,auto,200304759,admits-4:date+supplier+part+customer,4,ok,46.46,,400,1199919067064.6,4,0,2,4,6,34965,4962170096,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-auto-admits-4:date+supplier+part+customer-r4.txt
dim300mb,q3,auto,1602438064,above-all-8x,4,ok,45.53,,400,1199919067064.6,4,0,2,4,6,30395,4962170096,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-auto-above-all-8x-r4.txt
dim300mb,q4,joinless,-1,pattern,4,ok,37.59,25.35,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-joinless-pattern-r4.txt
dim300mb,q4,auto,10485760,default-10MiB,4,ok,50.63,,200,3000078095504.6,1,1,4,1,5,301,1069024,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-auto-default-10MiB-r4.txt
dim300mb,q4,auto,2512573,admits-3:date+supplier+part,4,ok,46.07,,200,3000078095504.6,1,1,4,1,5,323,1069024,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-auto-admits-3:date+supplier+part-r4.txt
dim300mb,q4,auto,200304759,admits-4:date+supplier+part+customer,4,ok,48.50,,200,3000078095504.6,2,0,2,2,4,29682,4907427080,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-auto-admits-4:date+supplier+part+customer-r4.txt
dim300mb,q4,auto,1602438064,above-all-8x,4,ok,48.19,,200,3000078095504.6,2,0,2,2,4,27785,4907427080,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-auto-above-all-8x-r4.txt
dim300mb,q1,joinless,-1,pattern,5,ok,41.25,25.30,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-joinless-pattern-r5.txt
dim300mb,q1,auto,10485760,default-10MiB,5,ok,57.76,,200,3000078095504.6,3,1,4,3,7,2115,89366496,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-auto-default-10MiB-r5.txt
dim300mb,q1,auto,2512573,admits-3:date+supplier+part,5,ok,57.90,,200,3000078095504.6,3,1,4,3,7,2243,89366496,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-auto-admits-3:date+supplier+part-r5.txt
dim300mb,q1,auto,200304759,admits-4:date+supplier+part+customer,5,ok,51.17,,200,3000078095504.6,4,0,2,4,6,32947,4995724552,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-auto-admits-4:date+supplier+part+customer-r5.txt
dim300mb,q1,auto,1602438064,above-all-8x,5,ok,52.80,,200,3000078095504.6,4,0,2,4,6,35355,4995724552,/home/athenas/JPP/JPP/results/plans/dim300mb/q1-auto-above-all-8x-r5.txt
dim300mb,q2,joinless,-1,pattern,5,ok,45.60,33.20,40,120015240211.4,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-joinless-pattern-r5.txt
dim300mb,q2,auto,10485760,default-10MiB,5,ok,20.95,,40,120015240211.4,3,1,4,3,7,2012,82026432,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-auto-default-10MiB-r5.txt
dim300mb,q2,auto,2512573,admits-3:date+supplier+part,5,ok,21.52,,40,120015240211.4,3,1,4,3,7,2421,82026432,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-auto-admits-3:date+supplier+part-r5.txt
dim300mb,q2,auto,200304759,admits-4:date+supplier+part+customer,5,ok,21.05,,40,120015240211.4,4,0,2,4,6,9797,1692639168,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-auto-admits-4:date+supplier+part+customer-r5.txt
dim300mb,q2,auto,1602438064,above-all-8x,5,ok,21.02,,40,120015240211.4,4,0,2,4,6,8761,1692639168,/home/athenas/JPP/JPP/results/plans/dim300mb/q2-auto-above-all-8x-r5.txt
dim300mb,q3,joinless,-1,pattern,5,ok,40.99,25.68,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-joinless-pattern-r5.txt
dim300mb,q3,auto,10485760,default-10MiB,5,ok,36.96,,400,1199919067064.6,3,1,4,3,7,2847,55812040,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-auto-default-10MiB-r5.txt
dim300mb,q3,auto,2512573,admits-3:date+supplier+part,5,ok,49.32,,400,1199919067064.6,2,2,6,2,8,1130,11057632,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-auto-admits-3:date+supplier+part-r5.txt
dim300mb,q3,auto,200304759,admits-4:date+supplier+part+customer,5,ok,46.43,,400,1199919067064.6,4,0,2,4,6,30619,4962170096,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-auto-admits-4:date+supplier+part+customer-r5.txt
dim300mb,q3,auto,1602438064,above-all-8x,5,ok,45.92,,400,1199919067064.6,4,0,2,4,6,28259,4962170096,/home/athenas/JPP/JPP/results/plans/dim300mb/q3-auto-above-all-8x-r5.txt
